# level nx ny res_l2
3 16 16 1.006641e-07
4 8 8 5.582401e-09
1 64 64 3.170697e-01
2 32 32 2.252654e-06
3 16 16 9.976551e-08
4 8 8 5.532576e-09
1 64 64 3.142929e-01
2 32 32 2.232549e-06
3 16 16 9.887530e-08
4 8 8 5.483217e-09
1 64 64 3.115404e-01
2 32 32 2.212633e-06
3 16 16 9.799341e-08
4 8 8 5.434319e-09
1 64 64 3.088121e-01
2 32 32 2.192902e-06
3 16 16 9.711976e-08
4 8 8 5.385878e-09
1 64 64 3.061076e-01
2 32 32 2.173356e-06
3 16 16 9.625426e-08
4 8 8 5.337889e-09
1 64 64 3.034269e-01
2 32 32 2.153992e-06
3 16 16 9.539682e-08
4 8 8 5.290347e-09
1 64 64 3.007697e-01
2 32 32 2.134808e-06
3 16 16 9.454736e-08
4 8 8 5.243246e-09
1 64 64 2.981357e-01
2 32 32 2.115802e-06
3 16 16 9.370578e-08
4 8 8 5.196583e-09
1 64 64 2.955249e-01
2 32 32 2.096973e-06
3 16 16 9.287202e-08
4 8 8 5.150352e-09
1 64 64 2.929369e-01
2 32 32 2.078318e-06
3 16 16 9.204597e-08
4 8 8 5.104549e-09
1 64 64 2.903716e-01
2 32 32 2.059836e-06
3 16 16 9.122757e-08
4 8 8 5.059169e-09
1 64 64 2.878288e-01
2 32 32 2.041525e-06
3 16 16 9.041674e-08
4 8 8 5.014209e-09
1 64 64 2.853083e-01
2 32 32 2.023383e-06
3 16 16 8.961338e-08
4 8 8 4.969664e-09
1 64 64 2.828099e-01
2 32 32 2.005408e-06
3 16 16 8.881744e-08
4 8 8 4.925530e-09
1 64 64 2.803334e-01
2 32 32 1.987599e-06
3 16 16 8.802882e-08
4 8 8 4.881802e-09
1 64 64 2.778785e-01
2 32 32 1.969954e-06
3 16 16 8.724746e-08
4 8 8 4.838475e-09
1 64 64 2.754452e-01
2 32 32 1.952471e-06
3 16 16 8.647328e-08
4 8 8 4.795546e-09
1 64 64 2.730332e-01
2 32 32 1.935149e-06
3 16 16 8.570621e-08
4 8 8 4.753012e-09
1 64 64 2.706423e-01
2 32 32 1.917986e-06
3 16 16 8.494616e-08
4 8 8 4.710868e-09
1 64 64 2.682724e-01
2 32 32 1.900980e-06
3 16 16 8.419308e-08
4 8 8 4.669109e-09
1 64 64 2.659232e-01
2 32 32 1.884129e-06
3 16 16 8.344690e-08
4 8 8 4.627732e-09
1 64 64 2.635947e-01
2 32 32 1.867433e-06
3 16 16 8.270753e-08
4 8 8 4.586734e-09
1 64 64 2.612865e-01
2 32 32 1.850889e-06
3 16 16 8.197491e-08
4 8 8 4.546109e-09
1 64 64 2.589986e-01
2 32 32 1.834497e-06
3 16 16 8.124898e-08
4 8 8 4.505855e-09
1 64 64 2.567307e-01
2 32 32 1.818253e-06
3 16 16 8.052967e-08
4 8 8 4.465968e-09
1 64 64 2.544826e-01
2 32 32 1.802158e-06
3 16 16 7.981690e-08
4 8 8 4.426444e-09
1 64 64 2.522543e-01
2 32 32 1.786209e-06
3 16 16 7.911063e-08
4 8 8 4.387280e-09
1 64 64 2.500455e-01
2 32 32 1.770406e-06
3 16 16 7.841077e-08
4 8 8 4.348471e-09
1 64 64 2.478560e-01
2 32 32 1.754746e-06
3 16 16 7.771727e-08
4 8 8 4.310016e-09
1 64 64 2.456857e-01
2 32 32 1.739228e-06
3 16 16 7.703006e-08
4 8 8 4.271907e-09
1 64 64 2.435344e-01
2 32 32 1.723851e-06
3 16 16 7.634909e-08
4 8 8 4.234146e-09
1 64 64 2.414020e-01
2 32 32 1.708613e-06
3 16 16 7.567429e-08
4 8 8 4.196727e-09
1 64 64 2.392883e-01
2 32 32 1.693513e-06
3 16 16 7.500559e-08
4 8 8 4.159645e-09
1 64 64 2.371930e-01
2 32 32 1.678550e-06
3 16 16 7.434295e-08
4 8 8 4.122899e-09
1 64 64 2.351162e-01
2 32 32 1.663723e-06
3 16 16 7.368630e-08
4 8 8 4.086486e-09
1 64 64 2.330575e-01
2 32 32 1.649029e-06
3 16 16 7.303558e-08
4 8 8 4.050401e-09
1 64 64 2.310168e-01
2 32 32 1.634468e-06
3 16 16 7.239074e-08
4 8 8 4.014642e-09
1 64 64 2.289940e-01
2 32 32 1.620038e-06
3 16 16 7.175171e-08
4 8 8 3.979206e-09
1 64 64 2.269890e-01
2 32 32 1.605739e-06
3 16 16 7.111844e-08
4 8 8 3.944089e-09
1 64 64 2.250015e-01
2 32 32 1.591568e-06
3 16 16 7.049088e-08
4 8 8 3.909288e-09
1 64 64 2.230314e-01
2 32 32 1.577526e-06
3 16 16 6.986898e-08
4 8 8 3.874801e-09
1 64 64 2.210786e-01
2 32 32 1.563609e-06
3 16 16 6.925266e-08
4 8 8 3.840624e-09
1 64 64 2.191428e-01
2 32 32 1.549818e-06
3 16 16 6.864189e-08
4 8 8 3.806754e-09
1 64 64 2.172241e-01
2 32 32 1.536150e-06
3 16 16 6.803661e-08
4 8 8 3.773188e-09
1 64 64 2.153221e-01
2 32 32 1.522606e-06
3 16 16 6.743676e-08
4 8 8 3.739924e-09
1 64 64 2.134368e-01
2 32 32 1.509183e-06
3 16 16 6.684230e-08
4 8 8 3.706958e-09
1 64 64 2.115680e-01
2 32 32 1.495880e-06
3 16 16 6.625317e-08
4 8 8 3.674289e-09
1 64 64 2.097155e-01
2 32 32 1.482697e-06
3 16 16 6.566933e-08
4 8 8 3.641911e-09
1 64 64 2.078793e-01
2 32 32 1.469632e-06
3 16 16 6.509071e-08
4 8 8 3.609824e-09
1 64 64 2.060592e-01
2 32 32 1.456684e-06
3 16 16 6.451728e-08
4 8 8 3.578024e-09
1 64 64 2.042550e-01
2 32 32 1.443852e-06
3 16 16 6.394899e-08
4 8 8 3.546509e-09
1 64 64 2.024666e-01
2 32 32 1.431135e-06
3 16 16 6.338577e-08
4 8 8 3.515276e-09
1 64 64 2.006939e-01
2 32 32 1.418531e-06
3 16 16 6.282760e-08
4 8 8 3.484322e-09
1 64 64 1.989367e-01
2 32 32 1.406041e-06
3 16 16 6.227441e-08
4 8 8 3.453645e-09
1 64 64 1.971949e-01
2 32 32 1.393662e-06
3 16 16 6.172617e-08
4 8 8 3.423242e-09
1 64 64 1.954684e-01
2 32 32 1.381393e-06
3 16 16 6.118282e-08
4 8 8 3.393110e-09
1 64 64 1.937569e-01
2 32 32 1.369234e-06
3 16 16 6.064432e-08
4 8 8 3.363248e-09
1 64 64 1.920605e-01
2 32 32 1.357184e-06
3 16 16 6.011063e-08
4 8 8 3.333651e-09
1 64 64 1.903789e-01
2 32 32 1.345241e-06
3 16 16 5.958170e-08
4 8 8 3.304319e-09
1 64 64 1.887120e-01
2 32 32 1.333404e-06
3 16 16 5.905748e-08
4 8 8 3.275248e-09
1 64 64 1.870598e-01
2 32 32 1.321673e-06
3 16 16 5.853793e-08
4 8 8 3.246436e-09
1 64 64 1.854220e-01
2 32 32 1.310047e-06
3 16 16 5.802302e-08
4 8 8 3.217881e-09
1 64 64 1.837985e-01
2 32 32 1.298524e-06
3 16 16 5.751268e-08
4 8 8 3.189579e-09
1 64 64 1.821893e-01
2 32 32 1.287103e-06
3 16 16 5.700689e-08
4 8 8 3.161530e-09
1 64 64 1.805941e-01
2 32 32 1.275785e-06
3 16 16 5.650560e-08
4 8 8 3.133730e-09
1 64 64 1.790130e-01
2 32 32 1.264567e-06
3 16 16 5.600877e-08
4 8 8 3.106177e-09
1 64 64 1.774456e-01
2 32 32 1.253448e-06
3 16 16 5.551636e-08
4 8 8 3.078870e-09
1 64 64 1.758920e-01
2 32 32 1.242429e-06
3 16 16 5.502832e-08
4 8 8 3.051805e-09
1 64 64 1.743520e-01
2 32 32 1.231507e-06
3 16 16 5.454462e-08
4 8 8 3.024980e-09
1 64 64 1.728255e-01
2 32 32 1.220683e-06
3 16 16 5.406521e-08
4 8 8 2.998393e-09
1 64 64 1.713124e-01
2 32 32 1.209955e-06
3 16 16 5.359006e-08
4 8 8 2.972043e-09
1 64 64 1.698125e-01
2 32 32 1.199321e-06
3 16 16 5.311913e-08
4 8 8 2.945928e-09
1 64 64 1.683257e-01
2 32 32 1.188783e-06
3 16 16 5.265238e-08
4 8 8 2.920042e-09
1 64 64 1.668520e-01
2 32 32 1.178337e-06
3 16 16 5.218976e-08
4 8 8 2.894387e-09
1 64 64 1.653911e-01
2 32 32 1.167985e-06
3 16 16 5.173125e-08
4 8 8 2.868960e-09
1 64 64 1.639431e-01
2 32 32 1.157724e-06
3 16 16 5.127681e-08
4 8 8 2.843757e-09
1 64 64 1.625077e-01
2 32 32 1.147554e-06
3 16 16 5.082639e-08
4 8 8 2.818778e-09
1 64 64 1.610849e-01
2 32 32 1.137474e-06
3 16 16 5.037996e-08
4 8 8 2.794021e-09
1 64 64 1.596746e-01
2 32 32 1.127484e-06
3 16 16 4.993749e-08
4 8 8 2.769483e-09
1 64 64 1.582766e-01
2 32 32 1.117582e-06
3 16 16 4.949893e-08
4 8 8 2.745162e-09
1 64 64 1.568908e-01
2 32 32 1.107767e-06
3 16 16 4.906426e-08
4 8 8 2.721055e-09
1 64 64 1.555172e-01
2 32 32 1.098040e-06
3 16 16 4.863344e-08
4 8 8 2.697163e-09
1 64 64 1.541556e-01
2 32 32 1.088399e-06
3 16 16 4.820642e-08
4 8 8 2.673483e-09
1 64 64 1.528060e-01
2 32 32 1.078843e-06
3 16 16 4.778319e-08
4 8 8 2.650011e-09
1 64 64 1.514681e-01
2 32 32 1.069371e-06
3 16 16 4.736370e-08
4 8 8 2.626747e-09
1 64 64 1.501420e-01
2 32 32 1.059983e-06
3 16 16 4.694791e-08
4 8 8 2.603688e-09
1 64 64 1.488275e-01
2 32 32 1.050678e-06
3 16 16 4.653581e-08
4 8 8 2.580833e-09
1 64 64 1.475245e-01
2 32 32 1.041456e-06
3 16 16 4.612734e-08
4 8 8 2.558181e-09
1 64 64 1.462329e-01
2 32 32 1.032315e-06
3 16 16 4.572249e-08
4 8 8 2.535728e-09
1 64 64 1.449526e-01
2 32 32 1.023255e-06
3 16 16 4.532121e-08
4 8 8 2.513474e-09
1 64 64 1.436835e-01
2 32 32 1.014274e-06
3 16 16 4.492347e-08
4 8 8 2.491416e-09
1 64 64 1.424255e-01
2 32 32 1.005374e-06
3 16 16 4.452925e-08
4 8 8 2.469554e-09
1 64 64 1.411786e-01
2 32 32 9.965512e-07
3 16 16 4.413851e-08
4 8 8 2.447884e-09
1 64 64 1.399425e-01
2 32 32 9.878068e-07
3 16 16 4.375121e-08
4 8 8 2.426406e-09
1 64 64 1.387173e-01
2 32 32 9.791395e-07
3 16 16 4.336734e-08
4 8 8 2.405117e-09
1 64 64 1.375028e-01
2 32 32 9.705487e-07
3 16 16 4.298685e-08
4 8 8 2.384016e-09
1 64 64 1.362990e-01
2 32 32 9.620338e-07
3 16 16 4.260973e-08
4 8 8 2.363102e-09
1 64 64 1.351057e-01
2 32 32 9.535939e-07
3 16 16 4.223592e-08
4 8 8 2.342370e-09
1 64 64 1.339228e-01
2 32 32 9.452285e-07
3 16 16 4.186541e-08
4 8 8 2.321823e-09
1 64 64 1.327503e-01
2 32 32 9.369368e-07
3 16 16 4.149817e-08
4 8 8 2.301457e-09
1 64 64 1.315880e-01
2 32 32 9.287183e-07
3 16 16 4.113417e-08
4 8 8 2.281269e-09
1 64 64 1.304360e-01
2 32 32 9.205722e-07
3 16 16 4.077338e-08
4 8 8 2.261260e-09
1 64 64 1.292940e-01
2 32 32 9.124979e-07
3 16 16 4.041577e-08
4 8 8 2.241428e-09
1 64 64 1.281620e-01
2 32 32 9.044948e-07
3 16 16 4.006130e-08
4 8 8 2.221770e-09
1 64 64 1.270400e-01
2 32 32 8.965622e-07
3 16 16 3.970997e-08
4 8 8 2.202285e-09
1 64 64 1.259277e-01
2 32 32 8.886995e-07
3 16 16 3.936172e-08
4 8 8 2.182972e-09
1 64 64 1.248252e-01
2 32 32 8.809061e-07
3 16 16 3.901655e-08
4 8 8 2.163829e-09
1 64 64 1.237324e-01
2 32 32 8.731812e-07
3 16 16 3.867441e-08
4 8 8 2.144855e-09
1 64 64 1.226491e-01
2 32 32 8.655245e-07
3 16 16 3.833529e-08
4 8 8 2.126048e-09
1 64 64 1.215753e-01
2 32 32 8.579351e-07
3 16 16 3.799915e-08
4 8 8 2.107406e-09
1 64 64 1.205109e-01
2 32 32 8.504126e-07
3 16 16 3.766597e-08
4 8 8 2.088929e-09
1 64 64 1.194558e-01
2 32 32 8.429563e-07
3 16 16 3.733573e-08
4 8 8 2.070613e-09
1 64 64 1.184100e-01
2 32 32 8.355656e-07
3 16 16 3.700839e-08
4 8 8 2.052460e-09
1 64 64 1.173733e-01
2 32 32 8.282399e-07
3 16 16 3.668393e-08
4 8 8 2.034466e-09
1 64 64 1.163457e-01
2 32 32 8.209787e-07
3 16 16 3.636233e-08
4 8 8 2.016630e-09
1 64 64 1.153271e-01
2 32 32 8.137815e-07
3 16 16 3.604355e-08
4 8 8 1.998951e-09
1 64 64 1.143174e-01
2 32 32 8.066475e-07
3 16 16 3.572758e-08
4 8 8 1.981428e-09
1 64 64 1.133165e-01
2 32 32 7.995763e-07
3 16 16 3.541439e-08
4 8 8 1.964059e-09
1 64 64 1.123245e-01
2 32 32 7.925672e-07
3 16 16 3.510396e-08
4 8 8 1.946842e-09
1 64 64 1.113411e-01
2 32 32 7.856199e-07
3 16 16 3.479625e-08
4 8 8 1.929778e-09
1 64 64 1.103663e-01
2 32 32 7.787336e-07
3 16 16 3.449125e-08
4 8 8 1.912864e-09
1 64 64 1.094000e-01
2 32 32 7.719079e-07
3 16 16 3.418894e-08
4 8 8 1.896097e-09
1 64 64 1.084422e-01
2 32 32 7.651421e-07
3 16 16 3.388928e-08
4 8 8 1.879478e-09
1 64 64 1.074928e-01
2 32 32 7.584359e-07
3 16 16 3.359225e-08
4 8 8 1.863006e-09
1 64 64 1.065517e-01
2 32 32 7.517886e-07
3 16 16 3.329784e-08
4 8 8 1.846677e-09
1 64 64 1.056188e-01
2 32 32 7.451998e-07
3 16 16 3.300601e-08
4 8 8 1.830494e-09
1 64 64 1.046942e-01
2 32 32 7.386688e-07
3 16 16 3.271675e-08
4 8 8 1.814451e-09
1 64 64 1.037776e-01
2 32 32 7.321953e-07
3 16 16 3.243003e-08
4 8 8 1.798550e-09
1 64 64 1.028690e-01
2 32 32 7.257786e-07
3 16 16 3.214583e-08
4 8 8 1.782789e-09
1 64 64 1.019684e-01
2 32 32 7.194183e-07
3 16 16 3.186412e-08
4 8 8 1.767165e-09
1 64 64 1.010757e-01
2 32 32 7.131139e-07
3 16 16 3.158489e-08
4 8 8 1.751679e-09
1 64 64 1.001907e-01
2 32 32 7.068649e-07
3 16 16 3.130812e-08
4 8 8 1.736331e-09
1 64 64 9.931357e-02
2 32 32 7.006707e-07
3 16 16 3.103377e-08
4 8 8 1.721115e-09
1 64 64 9.844409e-02
2 32 32 6.945310e-07
3 16 16 3.076184e-08
4 8 8 1.706034e-09
1 64 64 9.758221e-02
2 32 32 6.884452e-07
3 16 16 3.049229e-08
4 8 8 1.691086e-09
1 64 64 9.672789e-02
2 32 32 6.824128e-07
3 16 16 3.022511e-08
4 8 8 1.676268e-09
1 64 64 9.588104e-02
2 32 32 6.764335e-07
3 16 16 2.996028e-08
4 8 8 1.661580e-09
1 64 64 9.504161e-02
2 32 32 6.705066e-07
3 16 16 2.969777e-08
4 8 8 1.647022e-09
1 64 64 9.420952e-02
2 32 32 6.646318e-07
3 16 16 2.943757e-08
4 8 8 1.632591e-09
1 64 64 9.338473e-02
2 32 32 6.588085e-07
3 16 16 2.917965e-08
4 8 8 1.618287e-09
1 64 64 9.256715e-02
2 32 32 6.530364e-07
3 16 16 2.892400e-08
4 8 8 1.604109e-09
1 64 64 9.175673e-02
2 32 32 6.473149e-07
3 16 16 2.867058e-08
4 8 8 1.590055e-09
1 64 64 9.095341e-02
2 32 32 6.416437e-07
3 16 16 2.841940e-08
4 8 8 1.576124e-09
1 64 64 9.015712e-02
2 32 32 6.360222e-07
3 16 16 2.817042e-08
4 8 8 1.562316e-09
1 64 64 8.936780e-02
2 32 32 6.304501e-07
3 16 16 2.792362e-08
4 8 8 1.548629e-09
1 64 64 8.858539e-02
2 32 32 6.249269e-07
3 16 16 2.767899e-08
4 8 8 1.535061e-09
1 64 64 8.780983e-02
2 32 32 6.194522e-07
3 16 16 2.743651e-08
4 8 8 1.521615e-09
1 64 64 8.704106e-02
2 32 32 6.140255e-07
3 16 16 2.719616e-08
4 8 8 1.508284e-09
1 64 64 8.627902e-02
2 32 32 6.086464e-07
3 16 16 2.695791e-08
4 8 8 1.495072e-09
1 64 64 8.552366e-02
2 32 32 6.033146e-07
3 16 16 2.672176e-08
4 8 8 1.481975e-09
1 64 64 8.477491e-02
2 32 32 5.980295e-07
3 16 16 2.648767e-08
4 8 8 1.468992e-09
1 64 64 8.403271e-02
2 32 32 5.927908e-07
3 16 16 2.625564e-08
4 8 8 1.456124e-09
1 64 64 8.329701e-02
2 32 32 5.875980e-07
3 16 16 2.602565e-08
4 8 8 1.443368e-09
1 64 64 8.256775e-02
2 32 32 5.824508e-07
3 16 16 2.579767e-08
4 8 8 1.430725e-09
1 64 64 8.184488e-02
2 32 32 5.773488e-07
3 16 16 2.557170e-08
4 8 8 1.418192e-09
1 64 64 8.112834e-02
2 32 32 5.722915e-07
3 16 16 2.534770e-08
4 8 8 1.405771e-09
1 64 64 8.041807e-02
2 32 32 5.672786e-07
3 16 16 2.512567e-08
4 8 8 1.393457e-09
1 64 64 7.971401e-02
2 32 32 5.623096e-07
3 16 16 2.490559e-08
4 8 8 1.381251e-09
1 64 64 7.901612e-02
2 32 32 5.573842e-07
3 16 16 2.468744e-08
4 8 8 1.369153e-09
1 64 64 7.832435e-02
2 32 32 5.525020e-07
3 16 16 2.447120e-08
4 8 8 1.357160e-09
1 64 64 7.763862e-02
2 32 32 5.476627e-07
3 16 16 2.425686e-08
4 8 8 1.345273e-09
1 64 64 7.695891e-02
2 32 32 5.428658e-07
3 16 16 2.404440e-08
4 8 8 1.333491e-09
1 64 64 7.628514e-02
2 32 32 5.381109e-07
3 16 16 2.383380e-08
4 8 8 1.321811e-09
1 64 64 7.561727e-02
2 32 32 5.333977e-07
3 16 16 2.362505e-08
4 8 8 1.310233e-09
1 64 64 7.495525e-02
2 32 32 5.287259e-07
3 16 16 2.341812e-08
4 8 8 1.298758e-09
1 64 64 7.429902e-02
2 32 32 5.240951e-07
3 16 16 2.321302e-08
4 8 8 1.287383e-09
1 64 64 7.364855e-02
2 32 32 5.195048e-07
3 16 16 2.300971e-08
4 8 8 1.276107e-09
1 64 64 7.300376e-02
2 32 32 5.149548e-07
3 16 16 2.280818e-08
4 8 8 1.264931e-09
1 64 64 7.236462e-02
2 32 32 5.104447e-07
3 16 16 2.260842e-08
4 8 8 1.253852e-09
1 64 64 7.173108e-02
2 32 32 5.059741e-07
3 16 16 2.241041e-08
4 8 8 1.242871e-09
1 64 64 7.110308e-02
2 32 32 5.015427e-07
3 16 16 2.221414e-08
4 8 8 1.231986e-09
1 64 64 7.048058e-02
2 32 32 4.971502e-07
3 16 16 2.201959e-08
4 8 8 1.221196e-09
1 64 64 6.986353e-02
2 32 32 4.927961e-07
3 16 16 2.182674e-08
4 8 8 1.210501e-09
1 64 64 6.925188e-02
2 32 32 4.884803e-07
3 16 16 2.163559e-08
4 8 8 1.199900e-09
1 64 64 6.864559e-02
2 32 32 4.842023e-07
3 16 16 2.144611e-08
4 8 8 1.189391e-09
1 64 64 6.804461e-02
2 32 32 4.799617e-07
3 16 16 2.125829e-08
4 8 8 1.178975e-09
1 64 64 6.744889e-02
2 32 32 4.757584e-07
3 16 16 2.107211e-08
4 8 8 1.168650e-09
1 64 64 6.685838e-02
2 32 32 4.715918e-07
3 16 16 2.088757e-08
4 8 8 1.158414e-09
1 64 64 6.627304e-02
2 32 32 4.674619e-07
3 16 16 2.070465e-08
4 8 8 1.148271e-09
1 64 64 6.569283e-02
2 32 32 4.633681e-07
3 16 16 2.052333e-08
4 8 8 1.138214e-09
1 64 64 6.511770e-02
2 32 32 4.593101e-07
3 16 16 2.034360e-08
4 8 8 1.128247e-09
1 64 64 6.454760e-02
2 32 32 4.552878e-07
3 16 16 2.016544e-08
4 8 8 1.118367e-09
1 64 64 6.398249e-02
2 32 32 4.513007e-07
3 16 16 1.998885e-08
4 8 8 1.108573e-09
1 64 64 6.342233e-02
2 32 32 4.473485e-07
3 16 16 1.981380e-08
4 8 8 1.098864e-09
1 64 64 6.286708e-02
2 32 32 4.434310e-07
3 16 16 1.964029e-08
4 8 8 1.089242e-09
1 64 64 6.231669e-02
2 32 32 4.395478e-07
3 16 16 1.946829e-08
4 8 8 1.079703e-09
1 64 64 6.177111e-02
2 32 32 4.356986e-07
3 16 16 1.929781e-08
4 8 8 1.070248e-09
1 64 64 6.123031e-02
2 32 32 4.318832e-07
3 16 16 1.912882e-08
4 8 8 1.060875e-09
1 64 64 6.069425e-02
2 32 32 4.281012e-07
3 16 16 1.896131e-08
4 8 8 1.051585e-09
1 64 64 6.016288e-02
2 32 32 4.243523e-07
3 16 16 1.879526e-08
4 8 8 1.042377e-09
1 64 64 5.963616e-02
2 32 32 4.206363e-07
3 16 16 1.863068e-08
4 8 8 1.033249e-09
1 64 64 5.911406e-02
2 32 32 4.169529e-07
3 16 16 1.846753e-08
4 8 8 1.024201e-09
1 64 64 5.859652e-02
2 32 32 4.133017e-07
3 16 16 1.830582e-08
4 8 8 1.015232e-09
1 64 64 5.808352e-02
2 32 32 4.096825e-07
3 16 16 1.814552e-08
4 8 8 1.006342e-09
1 64 64 5.757500e-02
2 32 32 4.060951e-07
3 16 16 1.798662e-08
4 8 8 9.975295e-10
1 64 64 5.707094e-02
2 32 32 4.025390e-07
3 16 16 1.782912e-08
4 8 8 9.887948e-10
1 64 64 5.657129e-02
2 32 32 3.990141e-07
3 16 16 1.767300e-08
4 8 8 9.801365e-10
1 64 64 5.607602e-02
2 32 32 3.955201e-07
3 16 16 1.751824e-08
4 8 8 9.715544e-10
1 64 64 5.558508e-02
2 32 32 3.920567e-07
3 16 16 1.736484e-08
4 8 8 9.630461e-10
1 64 64 5.509844e-02
2 32 32 3.886237e-07
3 16 16 1.721279e-08
4 8 8 9.546133e-10
1 64 64 5.461606e-02
2 32 32 3.852207e-07
3 16 16 1.706206e-08
4 8 8 9.462545e-10
1 64 64 5.413791e-02
2 32 32 3.818476e-07
3 16 16 1.691266e-08
4 8 8 9.379688e-10
1 64 64 5.366394e-02
2 32 32 3.785039e-07
3 16 16 1.676457e-08
4 8 8 9.297547e-10
1 64 64 5.319412e-02
2 32 32 3.751896e-07
3 16 16 1.661777e-08
4 8 8 9.216145e-10
1 64 64 5.272841e-02
2 32 32 3.719044e-07
3 16 16 1.647226e-08
4 8 8 9.135446e-10
1 64 64 5.226678e-02
2 32 32 3.686478e-07
3 16 16 1.632802e-08
4 8 8 9.055442e-10
1 64 64 5.180919e-02
2 32 32 3.654199e-07
3 16 16 1.618505e-08
4 8 8 8.976170e-10
1 64 64 5.135561e-02
2 32 32 3.622202e-07
3 16 16 1.604333e-08
4 8 8 8.897570e-10
1 64 64 5.090600e-02
2 32 32 3.590485e-07
3 16 16 1.590286e-08
4 8 8 8.819656e-10
1 64 64 5.046032e-02
2 32 32 3.559046e-07
3 16 16 1.576361e-08
4 8 8 8.742429e-10
1 64 64 5.001855e-02
2 32 32 3.527883e-07
3 16 16 1.562558e-08
4 8 8 8.665882e-10
1 64 64 4.958064e-02
2 32 32 3.496992e-07
3 16 16 1.548876e-08
4 8 8 8.589997e-10
1 64 64 4.914657e-02
2 32 32 3.466372e-07
3 16 16 1.535314e-08
4 8 8 8.514780e-10
1 64 64 4.871630e-02
2 32 32 3.436021e-07
3 16 16 1.521871e-08
4 8 8 8.440226e-10
1 64 64 4.828980e-02
2 32 32 3.405935e-07
3 16 16 1.508545e-08
4 8 8 8.366332e-10
1 64 64 4.786703e-02
2 32 32 3.376112e-07
3 16 16 1.495337e-08
4 8 8 8.293073e-10
1 64 64 4.744796e-02
2 32 32 3.346551e-07
3 16 16 1.482243e-08
4 8 8 8.220455e-10
1 64 64 4.703256e-02
2 32 32 3.317249e-07
3 16 16 1.469265e-08
4 8 8 8.148479e-10
1 64 64 4.662080e-02
2 32 32 3.288204e-07
3 16 16 1.456400e-08
4 8 8 8.077129e-10
1 64 64 4.621264e-02
2 32 32 3.259413e-07
3 16 16 1.443648e-08
4 8 8 8.006411e-10
1 64 64 4.580805e-02
2 32 32 3.230874e-07
3 16 16 1.431008e-08
4 8 8 7.936309e-10
1 64 64 4.540701e-02
2 32 32 3.202585e-07
3 16 16 1.418478e-08
4 8 8 7.866821e-10
1 64 64 4.500948e-02
2 32 32 3.174543e-07
3 16 16 1.406058e-08
4 8 8 7.797938e-10
1 64 64 4.461543e-02
2 32 32 3.146748e-07
3 16 16 1.393747e-08
4 8 8 7.729663e-10
1 64 64 4.422483e-02
2 32 32 3.119195e-07
3 16 16 1.381544e-08
4 8 8 7.661983e-10
1 64 64 4.383764e-02
2 32 32 3.091885e-07
3 16 16 1.369447e-08
4 8 8 7.594898e-10
1 64 64 4.345385e-02
2 32 32 3.064813e-07
3 16 16 1.357457e-08
4 8 8 7.528397e-10
1 64 64 4.307342e-02
2 32 32 3.037978e-07
3 16 16 1.345571e-08
4 8 8 7.462487e-10
1 64 64 4.269632e-02
2 32 32 3.011379e-07
3 16 16 1.333790e-08
4 8 8 7.397148e-10
1 64 64 4.232252e-02
2 32 32 2.985012e-07
3 16 16 1.322112e-08
4 8 8 7.332379e-10
1 64 64 4.195199e-02
2 32 32 2.958876e-07
3 16 16 1.310536e-08
4 8 8 7.268177e-10
1 64 64 4.158471e-02
2 32 32 2.932970e-07
3 16 16 1.299061e-08
4 8 8 7.204542e-10
1 64 64 4.122064e-02
2 32 32 2.907290e-07
3 16 16 1.287687e-08
4 8 8 7.141463e-10
1 64 64 4.085976e-02
2 32 32 2.881835e-07
3 16 16 1.276413e-08
4 8 8 7.078933e-10
1 64 64 4.050204e-02
2 32 32 2.856602e-07
3 16 16 1.265237e-08
4 8 8 7.016946e-10
1 64 64 4.014745e-02
2 32 32 2.831591e-07
3 16 16 1.254159e-08
4 8 8 6.955519e-10
1 64 64 3.979596e-02
2 32 32 2.806799e-07
3 16 16 1.243178e-08
4 8 8 6.894611e-10
1 64 64 3.944756e-02
2 32 32 2.782224e-07
3 16 16 1.232294e-08
4 8 8 6.834247e-10
1 64 64 3.910220e-02
2 32 32 2.757864e-07
3 16 16 1.221504e-08
4 8 8 6.774413e-10
1 64 64 3.875987e-02
2 32 32 2.733718e-07
3 16 16 1.210810e-08
4 8 8 6.715102e-10
1 64 64 3.842053e-02
2 32 32 2.709783e-07
3 16 16 1.200208e-08
4 8 8 6.656309e-10
1 64 64 3.808416e-02
2 32 32 2.686057e-07
3 16 16 1.189700e-08
4 8 8 6.598032e-10
1 64 64 3.775074e-02
2 32 32 2.662540e-07
3 16 16 1.179284e-08
4 8 8 6.540256e-10
1 64 64 3.742024e-02
2 32 32 2.639228e-07
3 16 16 1.168958e-08
4 8 8 6.482997e-10
1 64 64 3.709263e-02
2 32 32 2.616121e-07
3 16 16 1.158724e-08
4 8 8 6.426231e-10
1 64 64 3.676789e-02
2 32 32 2.593215e-07
3 16 16 1.148579e-08
4 8 8 6.369981e-10
1 64 64 3.644599e-02
2 32 32 2.570511e-07
3 16 16 1.138522e-08
4 8 8 6.314194e-10
1 64 64 3.612691e-02
2 32 32 2.548005e-07
3 16 16 1.128554e-08
4 8 8 6.258913e-10
1 64 64 3.581063e-02
2 32 32 2.525696e-07
3 16 16 1.118673e-08
4 8 8 6.204119e-10
1 64 64 3.549711e-02
